user_id,total_events,views,carts,purchases,unique_sessions,categories_browsed,brands_browsed,view_to_purchase_ratio,cart_to_purchase_ratio,events_per_session,purchase_conversion_rate,total_spend,avg_spend,spend_std,min_spend,max_spend,purchase_count,spend_range,spend_consistency,spending_per_day,avg_session_duration,total_session_time,max_session_duration,session_count,avg_events_per_session,total_revenue,avg_transaction,total_transactions,event_types_used,categories_purchased,brands_purchased,cluster,cluster_name,cluster_profile
519178692.0,2,2,0,0,1,1,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2.0,424.95000000000005,212.47500000000002,2,1,1,2,3,Category_Explorers,"Most diverse, high engagement"
519194796.0,9,9,0,0,2,2,4,9.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3666666666666667,6.733333333333333,6.733333333333333,2,4.5,930.06,103.33999999999999,9,1,2,4,3,Category_Explorers,"Most diverse, high engagement"
519204939.0,1,1,0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,127.42,127.42,1,1,1,1,3,Category_Explorers,"Most diverse, high engagement"
519236731.0,3,3,0,0,1,1,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1,3.0,267.97,89.32333333333334,3,1,1,3,2,Budget_Browsers,"Price-sensitive, largest segment"
519249473.0,1,1,0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,16.71,16.71,1,1,1,1,3,Category_Explorers,"Most diverse, high engagement"
519261492.0,2,2,0,0,1,1,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6166666666666667,0.6166666666666667,0.6166666666666667,1,2.0,129.48000000000002,64.74000000000001,2,1,1,2,2,Budget_Browsers,"Price-sensitive, largest segment"
519262797.0,5,5,0,0,1,2,3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.216666666666667,4.216666666666667,4.216666666666667,1,5.0,1110.79,222.158,5,1,2,3,3,Category_Explorers,"Most diverse, high engagement"
519263970.0,6,6,0,0,1,1,3,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,7.333333333333333,7.333333333333333,1,6.0,621.52,103.58666666666666,6,1,1,3,2,Budget_Browsers,"Price-sensitive, largest segment"
519284011.0,1,1,0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,56.6,56.6,1,1,1,1,2,Budget_Browsers,"Price-sensitive, largest segment"
519292368.0,2,1,0,1,1,1,1,0.5,0.0,2.0,0.5,164.2,164.2,0.0,164.2,164.2,1.0,0.0,0.0,5.473333333333333,1.8833333333333333,1.8833333333333333,1.8833333333333333,1,2.0,328.4,164.2,2,2,1,1,2,Budget_Browsers,"Price-sensitive, largest segment"
519403613.0,8,8,0,0,1,1,1,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.433333333333334,4.433333333333334,4.433333333333334,1,8.0,1444.76,180.595,8,1,1,1,0,Efficient_Buyers,"High conversion, moderate spending"
519405363.0,9,8,1,0,2,2,2,8.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.058333333333333,6.116666666666666,5.566666666666666,2,4.5,1411.86,156.87333333333333,9,2,2,2,0,Efficient_Buyers,"High conversion, moderate spending"
519409201.0,3,3,0,0,1,1,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.6333333333333333,0.6333333333333333,1,3.0,539.76,179.92,3,1,1,1,3,Category_Explorers,"Most diverse, high engagement"
