user_id,cluster,cluster_name,cluster_profile,total_spend,avg_spend,purchase_count,unique_sessions,categories_purchased,brands_purchased,cart_to_purchase_ratio,view_to_purchase_ratio
545055011.0,1,Premium_Customers,"Highest spending, premium buyers",0.0,0.0,0.0,1,1,1,0.0,1.0
545062028.0,1,Premium_Customers,"Highest spending, premium buyers",0.0,0.0,0.0,1,1,1,0.0,1.0
545104468.0,1,Premium_Customers,"Highest spending, premium buyers",0.0,0.0,0.0,1,1,1,0.0,1.0
545116728.0,1,Premium_Customers,"Highest spending, premium buyers",0.0,0.0,0.0,1,1,1,0.0,1.0
545152970.0,1,Premium_Customers,"Highest spending, premium buyers",0.0,0.0,0.0,2,1,3,0.0,4.0
545154066.0,2,Budget_Browsers,"Price-sensitive, largest segment",0.0,0.0,0.0,1,1,1,0.0,1.0
545196189.0,2,Budget_Browsers,"Price-sensitive, largest segment",0.0,0.0,0.0,1,1,1,0.0,1.0
545218213.0,0,Efficient_Buyers,"High conversion, moderate spending",0.0,0.0,0.0,2,1,3,0.0,6.0
545220578.0,3,Category_Explorers,"Most diverse, high engagement",0.0,0.0,0.0,1,1,1,0.0,1.0
545233107.0,2,Budget_Browsers,"Price-sensitive, largest segment",0.0,0.0,0.0,1,1,1,0.0,8.0
545284367.0,3,Category_Explorers,"Most diverse, high engagement",0.0,0.0,0.0,1,4,1,0.0,9.0
545287938.0,2,Budget_Browsers,"Price-sensitive, largest segment",0.0,0.0,0.0,1,3,3,0.0,4.0
